#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
532.0,Timburr,Fighting,,75.0,80.0,55.0,25.0,35.0,35.0,5.0,False
533.0,Gurdurr,Fighting,,85.0,105.0,85.0,40.0,50.0,40.0,5.0,False
534.0,Conkeldurr,Fighting,,105.0,140.0,95.0,55.0,65.0,45.0,5.0,False
535.0,Tympole,Water,,50.0,50.0,40.0,50.0,40.0,64.0,5.0,False
536.0,Palpitoad,Water,Ground,75.0,65.0,55.0,65.0,55.0,69.0,5.0,False
537.0,Seismitoad,Water,Ground,105.0,95.0,75.0,85.0,75.0,74.0,5.0,False
538.0,Throh,Fighting,,120.0,100.0,85.0,30.0,85.0,45.0,5.0,False
539.0,Sawk,Fighting,,75.0,125.0,75.0,30.0,75.0,85.0,5.0,False
540.0,Sewaddle,Bug,Grass,45.0,53.0,70.0,40.0,60.0,42.0,5.0,False
541.0,Swadloon,Bug,Grass,55.0,63.0,90.0,50.0,80.0,42.0,5.0,False
542.0,Leavanny,Bug,Grass,75.0,103.0,80.0,70.0,80.0,92.0,5.0,False
543.0,Venipede,Bug,Poison,30.0,45.0,59.0,30.0,39.0,57.0,5.0,False
544.0,Whirlipede,Bug,Poison,40.0,55.0,99.0,40.0,79.0,47.0,5.0,False
545.0,Scolipede,Bug,Poison,60.0,100.0,89.0,55.0,69.0,112.0,5.0,False
546.0,Cottonee,Grass,Fairy,40.0,27.0,60.0,37.0,50.0,66.0,5.0,False
547.0,Whimsicott,Grass,Fairy,60.0,67.0,85.0,77.0,75.0,116.0,5.0,False
548.0,Petilil,Grass,,45.0,35.0,50.0,70.0,50.0,30.0,5.0,False
549.0,Lilligant,Grass,,70.0,60.0,75.0,110.0,75.0,90.0,5.0,False
550.0,Basculin,Water,,70.0,92.0,65.0,80.0,55.0,98.0,5.0,False
551.0,Sandile,Ground,Dark,50.0,72.0,35.0,35.0,35.0,65.0,5.0,False
552.0,Krokorok,Ground,Dark,60.0,82.0,45.0,45.0,45.0,74.0,5.0,False
553.0,Krookodile,Ground,Dark,95.0,117.0,80.0,65.0,70.0,92.0,5.0,False
554.0,Darumaka,Fire,,70.0,90.0,45.0,15.0,45.0,50.0,5.0,False
555.0,DarmanitanStandard Mode,Fire,,105.0,140.0,55.0,30.0,55.0,95.0,5.0,False
555.0,DarmanitanZen Mode,Fire,Psychic,105.0,30.0,105.0,140.0,105.0,55.0,5.0,False
556.0,Maractus,Grass,,75.0,86.0,67.0,106.0,67.0,60.0,5.0,False
557.0,Dwebble,Bug,Rock,50.0,65.0,85.0,35.0,35.0,55.0,5.0,False
558.0,Crustle,Bug,Rock,70.0,95.0,125.0,65.0,75.0,45.0,5.0,False
559.0,Scraggy,Dark,Fighting,50.0,75.0,70.0,35.0,70.0,48.0,5.0,False
560.0,Scrafty,Dark,Fighting,65.0,90.0,115.0,45.0,115.0,58.0,5.0,False
561.0,Sigilyph,Psychic,Flying,72.0,58.0,80.0,103.0,80.0,97.0,5.0,False
562.0,Yamask,Ghost,,38.0,30.0,85.0,55.0,65.0,30.0,5.0,False
563.0,Cofagrigus,Ghost,,58.0,50.0,145.0,95.0,105.0,30.0,5.0,False
564.0,Tirtouga,Water,Rock,54.0,78.0,103.0,53.0,45.0,22.0,5.0,False
565.0,Carracosta,Water,Rock,74.0,108.0,133.0,83.0,65.0,32.0,5.0,False
566.0,Archen,Rock,Flying,55.0,112.0,45.0,74.0,45.0,70.0,5.0,False
567.0,Archeops,Rock,Flying,75.0,140.0,65.0,112.0,65.0,110.0,5.0,False
568.0,Trubbish,Poison,,50.0,50.0,62.0,40.0,62.0,65.0,5.0,False
569.0,Garbodor,Poison,,80.0,95.0,82.0,60.0,82.0,75.0,5.0,False
570.0,Zorua,Dark,,40.0,65.0,40.0,80.0,40.0,65.0,5.0,False
571.0,Zoroark,Dark,,60.0,105.0,60.0,120.0,60.0,105.0,5.0,False
572.0,Minccino,Normal,,55.0,50.0,40.0,40.0,40.0,75.0,5.0,False
573.0,Cinccino,Normal,,75.0,95.0,60.0,65.0,60.0,115.0,5.0,False
574.0,Gothita,Psychic,,45.0,30.0,50.0,55.0,65.0,45.0,5.0,False
575.0,Gothorita,Psychic,,60.0,45.0,70.0,75.0,85.0,55.0,5.0,False
576.0,Gothitelle,Psychic,,70.0,55.0,95.0,95.0,110.0,65.0,5.0,False
577.0,Solosis,Psychic,,45.0,30.0,40.0,105.0,50.0,20.0,5.0,False
578.0,Duosion,Psychic,,65.0,40.0,50.0,125.0,60.0,30.0,5.0,False
579.0,Reuniclus,Psychic,,110.0,65.0,75.0,125.0,85.0,30.0,5.0,False
580.0,Ducklett,Water,Flying,62.0,44.0,50.0,44.0,50.0,55.0,5.0,False
581.0,Swanna,Water,Flying,75.0,87.0,63.0,87.0,63.0,98.0,5.0,False
582.0,Vanillite,Ice,,36.0,50.0,50.0,65.0,60.0,44.0,5.0,False
583.0,Vanillish,Ice,,51.0,65.0,65.0,80.0,75.0,59.0,5.0,False
584.0,Vanilluxe,Ice,,71.0,95.0,85.0,110.0,95.0,79.0,5.0,False
585.0,Deerling,Normal,Grass,60.0,60.0,50.0,40.0,50.0,75.0,5.0,False
586.0,Sawsbuck,Normal,Grass,80.0,100.0,70.0,60.0,70.0,95.0,5.0,False
587.0,Emolga,Electric,Flying,55.0,75.0,60.0,75.0,60.0,103.0,5.0,False
588.0,Karrablast,Bug,,50.0,75.0,45.0,40.0,45.0,60.0,5.0,False
589.0,Escavalier,Bug,Steel,70.0,135.0,105.0,60.0,105.0,20.0,5.0,False
590.0,Foongus,Grass,Poison,69.0,55.0,45.0,55.0,55.0,15.0,5.0,False
591.0,Amoonguss,Grass,Poison,114.0,85.0,70.0,85.0,80.0,30.0,5.0,False
592.0,Frillish,Water,Ghost,55.0,40.0,50.0,65.0,85.0,40.0,5.0,False
593.0,Jellicent,Water,Ghost,100.0,60.0,70.0,85.0,105.0,60.0,5.0,False
594.0,Alomomola,Water,,165.0,75.0,80.0,40.0,45.0,65.0,5.0,False
595.0,Joltik,Bug,Electric,50.0,47.0,50.0,57.0,50.0,65.0,5.0,False
596.0,Galvantula,Bug,Electric,70.0,77.0,60.0,97.0,60.0,108.0,5.0,False
597.0,Ferroseed,Grass,Steel,44.0,50.0,91.0,24.0,86.0,10.0,5.0,False
598.0,Ferrothorn,Grass,Steel,74.0,94.0,131.0,54.0,116.0,20.0,5.0,False
599.0,Klink,Steel,,40.0,55.0,70.0,45.0,60.0,30.0,5.0,False
600.0,Klang,Steel,,60.0,80.0,95.0,70.0,85.0,50.0,5.0,False
601.0,Klinklang,Steel,,60.0,100.0,115.0,70.0,85.0,90.0,5.0,False
602.0,Tynamo,Electric,,35.0,55.0,40.0,45.0,40.0,60.0,5.0,False
603.0,Eelektrik,Electric,,65.0,85.0,70.0,75.0,70.0,40.0,5.0,False
604.0,Eelektross,Electric,,85.0,115.0,80.0,105.0,80.0,50.0,5.0,False
605.0,Elgyem,Psychic,,55.0,55.0,55.0,85.0,55.0,30.0,5.0,False
606.0,Beheeyem,Psychic,,75.0,75.0,75.0,125.0,95.0,40.0,5.0,False
607.0,Litwick,Ghost,Fire,50.0,30.0,55.0,65.0,55.0,20.0,5.0,False
608.0,Lampent,Ghost,Fire,60.0,40.0,60.0,95.0,60.0,55.0,5.0,False
609.0,Chandelure,Ghost,Fire,60.0,55.0,90.0,145.0,90.0,80.0,5.0,False
610.0,Axew,Dragon,,46.0,87.0,60.0,30.0,40.0,57.0,5.0,False
611.0,Fraxure,Dragon,,66.0,117.0,70.0,40.0,50.0,67.0,5.0,False
612.0,Haxorus,Dragon,,76.0,147.0,90.0,60.0,70.0,97.0,5.0,False
613.0,Cubchoo,Ice,,55.0,70.0,40.0,60.0,40.0,40.0,5.0,False
614.0,Beartic,Ice,,95.0,110.0,80.0,70.0,80.0,50.0,5.0,False
615.0,Cryogonal,Ice,,70.0,50.0,30.0,95.0,135.0,105.0,5.0,False
616.0,Shelmet,Bug,,50.0,40.0,85.0,40.0,65.0,25.0,5.0,False
617.0,Accelgor,Bug,,80.0,70.0,40.0,100.0,60.0,145.0,5.0,False
618.0,Stunfisk,Ground,Electric,109.0,66.0,84.0,81.0,99.0,32.0,5.0,False
619.0,Mienfoo,Fighting,,45.0,85.0,50.0,55.0,50.0,65.0,5.0,False
620.0,Mienshao,Fighting,,65.0,125.0,60.0,95.0,60.0,105.0,5.0,False
621.0,Druddigon,Dragon,,77.0,120.0,90.0,60.0,90.0,48.0,5.0,False
622.0,Golett,Ground,Ghost,59.0,74.0,50.0,35.0,50.0,35.0,5.0,False
623.0,Golurk,Ground,Ghost,89.0,124.0,80.0,55.0,80.0,55.0,5.0,False
624.0,Pawniard,Dark,Steel,45.0,85.0,70.0,40.0,40.0,60.0,5.0,False
625.0,Bisharp,Dark,Steel,65.0,125.0,100.0,60.0,70.0,70.0,5.0,False
626.0,Bouffalant,Normal,,95.0,110.0,95.0,40.0,95.0,55.0,5.0,False
627.0,Rufflet,Normal,Flying,70.0,83.0,50.0,37.0,50.0,60.0,5.0,False
628.0,Braviary,Normal,Flying,100.0,123.0,75.0,57.0,75.0,80.0,5.0,False
629.0,Vullaby,Dark,Flying,70.0,55.0,75.0,45.0,65.0,60.0,5.0,False
630.0,Mandibuzz,Dark,Flying,110.0,65.0,105.0,55.0,95.0,80.0,5.0,False
631.0,Heatmor,Fire,,85.0,97.0,66.0,105.0,66.0,65.0,5.0,False
632.0,Durant,Bug,Steel,58.0,109.0,112.0,48.0,48.0,109.0,5.0,False
633.0,Deino,Dark,Dragon,52.0,65.0,50.0,45.0,50.0,38.0,5.0,False
634.0,Zweilous,Dark,Dragon,72.0,85.0,70.0,65.0,70.0,58.0,5.0,False
635.0,Hydreigon,Dark,Dragon,92.0,105.0,90.0,125.0,90.0,98.0,5.0,False
636.0,Larvesta,Bug,Fire,55.0,85.0,55.0,50.0,55.0,60.0,5.0,False
637.0,Volcarona,Bug,Fire,85.0,60.0,65.0,135.0,105.0,100.0,5.0,False
638.0,Cobalion,Steel,Fighting,91.0,90.0,129.0,90.0,72.0,108.0,5.0,True
639.0,Terrakion,Rock,Fighting,91.0,129.0,90.0,72.0,90.0,108.0,5.0,True
640.0,Virizion,Grass,Fighting,91.0,90.0,72.0,90.0,129.0,108.0,5.0,True
641.0,TornadusIncarnate Forme,Flying,,79.0,115.0,70.0,125.0,80.0,111.0,5.0,True
641.0,TornadusTherian Forme,Flying,,79.0,100.0,80.0,110.0,90.0,121.0,5.0,True
642.0,ThundurusIncarnate Forme,Electric,Flying,79.0,115.0,70.0,125.0,80.0,111.0,5.0,True
642.0,ThundurusTherian Forme,Electric,Flying,79.0,105.0,70.0,145.0,80.0,101.0,5.0,True
643.0,Reshiram,Dragon,Fire,100.0,120.0,100.0,150.0,120.0,90.0,5.0,True
644.0,Zekrom,Dragon,Electric,100.0,150.0,120.0,120.0,100.0,90.0,5.0,True
645.0,LandorusIncarnate Forme,Ground,Flying,89.0,125.0,90.0,115.0,80.0,101.0,5.0,True
645.0,LandorusTherian Forme,Ground,Flying,89.0,145.0,90.0,105.0,80.0,91.0,5.0,True
646.0,Kyurem,Dragon,Ice,125.0,130.0,90.0,130.0,90.0,95.0,5.0,True
646.0,KyuremBlack Kyurem,Dragon,Ice,125.0,170.0,100.0,120.0,90.0,95.0,5.0,True
646.0,KyuremWhite Kyurem,Dragon,Ice,125.0,120.0,90.0,170.0,100.0,95.0,5.0,True
647.0,KeldeoOrdinary Forme,Water,Fighting,91.0,72.0,90.0,129.0,90.0,108.0,5.0,False
647.0,KeldeoResolute Forme,Water,Fighting,91.0,72.0,90.0,129.0,90.0,108.0,5.0,False
648.0,MeloettaAria Forme,Normal,Psychic,100.0,77.0,77.0,128.0,128.0,90.0,5.0,False
648.0,MeloettaPirouette Forme,Normal,Fighting,100.0,128.0,90.0,77.0,77.0,128.0,5.0,False
649.0,Genesect,Bug,Steel,71.0,120.0,95.0,120.0,95.0,99.0,5.0,False
650.0,Chespin,Grass,,56.0,61.0,65.0,48.0,45.0,38.0,6.0,False
651.0,Quilladin,Grass,,61.0,78.0,95.0,56.0,58.0,57.0,6.0,False
652.0,Chesnaught,Grass,Fighting,88.0,107.0,122.0,74.0,75.0,64.0,6.0,False
653.0,Fennekin,Fire,,40.0,45.0,40.0,62.0,60.0,60.0,6.0,False
654.0,Braixen,Fire,,59.0,59.0,58.0,90.0,70.0,73.0,6.0,False
655.0,Delphox,Fire,Psychic,75.0,69.0,72.0,114.0,100.0,104.0,6.0,False
656.0,Froakie,Water,,41.0,56.0,40.0,62.0,44.0,71.0,6.0,False
657.0,Frogadier,Water,,54.0,63.0,52.0,83.0,56.0,97.0,6.0,False
658.0,Greninja,Water,Dark,72.0,95.0,67.0,103.0,71.0,122.0,6.0,False
659.0,Bunnelby,Normal,,38.0,36.0,38.0,32.0,36.0,57.0,6.0,False
660.0,Diggersby,Normal,Ground,85.0,56.0,77.0,50.0,77.0,78.0,6.0,False
661.0,Fletchling,Normal,Flying,45.0,50.0,43.0,40.0,38.0,62.0,6.0,False
662.0,Fletchinder,Fire,Flying,62.0,73.0,55.0,56.0,52.0,84.0,6.0,False
663.0,Talonflame,Fire,Flying,78.0,81.0,71.0,74.0,69.0,126.0,6.0,False
664.0,Scatterbug,Bug,,38.0,35.0,40.0,27.0,25.0,35.0,6.0,False
665.0,Spewpa,Bug,,45.0,22.0,60.0,27.0,30.0,29.0,6.0,False
666.0,Vivillon,Bug,Flying,80.0,52.0,50.0,90.0,50.0,89.0,6.0,False
667.0,Litleo,Fire,Normal,62.0,50.0,58.0,73.0,54.0,72.0,6.0,False
668.0,Pyroar,Fire,Normal,86.0,68.0,72.0,109.0,66.0,106.0,6.0,False
669.0,Flabébé,Fairy,,44.0,38.0,39.0,61.0,79.0,42.0,6.0,False
670.0,Floette,Fairy,,54.0,45.0,47.0,75.0,98.0,52.0,6.0,False
671.0,Florges,Fairy,,78.0,65.0,68.0,112.0,154.0,75.0,6.0,False
672.0,Skiddo,Grass,,66.0,65.0,48.0,62.0,57.0,52.0,6.0,False
673.0,Gogoat,Grass,,123.0,100.0,62.0,97.0,81.0,68.0,6.0,False
674.0,Pancham,Fighting,,67.0,82.0,62.0,46.0,48.0,43.0,6.0,False
675.0,Pangoro,Fighting,Dark,95.0,124.0,78.0,69.0,71.0,58.0,6.0,False
676.0,Furfrou,Normal,,75.0,80.0,60.0,65.0,90.0,102.0,6.0,False
677.0,Espurr,Psychic,,62.0,48.0,54.0,63.0,60.0,68.0,6.0,False
678.0,MeowsticMale,Psychic,,74.0,48.0,76.0,83.0,81.0,104.0,6.0,False
678.0,MeowsticFemale,Psychic,,74.0,48.0,76.0,83.0,81.0,104.0,6.0,False
679.0,Honedge,Steel,Ghost,45.0,80.0,100.0,35.0,37.0,28.0,6.0,False
680.0,Doublade,Steel,Ghost,59.0,110.0,150.0,45.0,49.0,35.0,6.0,False
681.0,AegislashBlade Forme,Steel,Ghost,60.0,150.0,50.0,150.0,50.0,60.0,6.0,False
681.0,AegislashShield Forme,Steel,Ghost,60.0,50.0,150.0,50.0,150.0,60.0,6.0,False
682.0,Spritzee,Fairy,,78.0,52.0,60.0,63.0,65.0,23.0,6.0,False
683.0,Aromatisse,Fairy,,101.0,72.0,72.0,99.0,89.0,29.0,6.0,False
684.0,Swirlix,Fairy,,62.0,48.0,66.0,59.0,57.0,49.0,6.0,False
685.0,Slurpuff,Fairy,,82.0,80.0,86.0,85.0,75.0,72.0,6.0,False
686.0,Inkay,Dark,Psychic,53.0,54.0,53.0,37.0,46.0,45.0,6.0,False
687.0,Malamar,Dark,Psychic,86.0,92.0,88.0,68.0,75.0,73.0,6.0,False
688.0,Binacle,Rock,Water,42.0,52.0,67.0,39.0,56.0,50.0,6.0,False
689.0,Barbaracle,Rock,Water,72.0,105.0,115.0,54.0,86.0,68.0,6.0,False
690.0,Skrelp,Poison,Water,50.0,60.0,60.0,60.0,60.0,30.0,6.0,False
691.0,Dragalge,Poison,Dragon,65.0,75.0,90.0,97.0,123.0,44.0,6.0,False
692.0,Clauncher,Water,,50.0,53.0,62.0,58.0,63.0,44.0,6.0,False
693.0,Clawitzer,Water,,71.0,73.0,88.0,120.0,89.0,59.0,6.0,False
694.0,Helioptile,Electric,Normal,44.0,38.0,33.0,61.0,43.0,70.0,6.0,False
695.0,Heliolisk,Electric,Normal,62.0,55.0,52.0,109.0,94.0,109.0,6.0,False
696.0,Tyrunt,Rock,Dragon,58.0,89.0,77.0,45.0,45.0,48.0,6.0,False
697.0,Tyrantrum,Rock,Dragon,82.0,121.0,119.0,69.0,59.0,71.0,6.0,False
698.0,Amaura,Rock,Ice,77.0,59.0,50.0,67.0,63.0,46.0,6.0,False
699.0,Aurorus,Rock,Ice,123.0,77.0,72.0,99.0,92.0,58.0,6.0,False
700.0,Sylveon,Fairy,,95.0,65.0,65.0,110.0,130.0,60.0,6.0,False
701.0,Hawlucha,Fighting,Flying,78.0,92.0,75.0,74.0,63.0,118.0,6.0,False
702.0,Dedenne,Electric,Fairy,67.0,58.0,57.0,81.0,67.0,101.0,6.0,False
703.0,Carbink,Rock,Fairy,50.0,50.0,150.0,50.0,150.0,50.0,6.0,False
704.0,Goomy,Dragon,,45.0,50.0,35.0,55.0,75.0,40.0,6.0,False
705.0,Sliggoo,Dragon,,68.0,75.0,53.0,83.0,113.0,60.0,6.0,False
706.0,Goodra,Dragon,,90.0,100.0,70.0,110.0,150.0,80.0,6.0,False
707.0,Klefki,Steel,Fairy,57.0,80.0,91.0,80.0,87.0,75.0,6.0,False
708.0,Phantump,Ghost,Grass,43.0,70.0,48.0,50.0,60.0,38.0,6.0,False
709.0,Trevenant,Ghost,Grass,85.0,110.0,76.0,65.0,82.0,56.0,6.0,False
710.0,PumpkabooAverage Size,Ghost,Grass,49.0,66.0,70.0,44.0,55.0,51.0,6.0,False
710.0,PumpkabooSmall Size,Ghost,Grass,44.0,66.0,70.0,44.0,55.0,56.0,6.0,False
710.0,PumpkabooLarge Size,Ghost,Grass,54.0,66.0,70.0,44.0,55.0,46.0,6.0,False
710.0,PumpkabooSuper Size,Ghost,Grass,59.0,66.0,70.0,44.0,55.0,41.0,6.0,False
711.0,GourgeistAverage Size,Ghost,Grass,65.0,90.0,122.0,58.0,75.0,84.0,6.0,False
711.0,GourgeistSmall Size,Ghost,Grass,55.0,85.0,122.0,58.0,75.0,99.0,6.0,False
711.0,GourgeistLarge Size,Ghost,Grass,75.0,95.0,122.0,58.0,75.0,69.0,6.0,False
711.0,GourgeistSuper Size,Ghost,Grass,85.0,100.0,122.0,58.0,75.0,54.0,6.0,False
712.0,Bergmite,Ice,,55.0,69.0,85.0,32.0,35.0,28.0,6.0,False
713.0,Avalugg,Ice,,95.0,117.0,184.0,44.0,46.0,28.0,6.0,False
714.0,Noibat,Flying,Dragon,40.0,30.0,35.0,45.0,40.0,55.0,6.0,False
715.0,Noivern,Flying,Dragon,85.0,70.0,80.0,97.0,80.0,123.0,6.0,False
716.0,Xerneas,Fairy,,126.0,131.0,95.0,131.0,98.0,99.0,6.0,True
717.0,Yveltal,Dark,Flying,126.0,131.0,95.0,131.0,98.0,99.0,6.0,True
718.0,Zygarde50% Forme,Dragon,Ground,108.0,100.0,121.0,81.0,95.0,95.0,6.0,True
719.0,Diancie,Rock,Fairy,50.0,100.0,150.0,100.0,150.0,50.0,6.0,True
719.0,DiancieMega Diancie,Rock,Fairy,50.0,160.0,110.0,160.0,110.0,110.0,6.0,True
720.0,HoopaHoopa Confined,Psychic,Ghost,80.0,110.0,60.0,150.0,130.0,70.0,6.0,True
720.0,HoopaHoopa Unbound,Psychic,Dark,80.0,160.0,60.0,170.0,130.0,80.0,6.0,True
721.0,Volcanion,Fire,Water,80.0,110.0,120.0,130.0,90.0,70.0,6.0,True
,,,,55407.0,63201.0,59074.0,58256.0,57522.0,54622.0,,
